ACACIA VALLEY,5,FESTIVA,100
CS96,Emerald Isle
CS97,Copper Coast
CS98,Aurelian Seas
CYROSE (LVT) #,,,Units/,U/M,Price
"",,,Carton,,
LUXURY VINYL TILE,,,,,
6 X 48 648GD1P,,"12MIL WEAR LAYER, 2.0MM THICK",54.00,SF,1.18
"",CYROSE (LVT)  - COLORS
CY30,White Ash
CY31,Coastal Grey
CY32,Honey Maple
CY33,Early American
CY34,Barnwood
DELEGATE - STONE ATTACHE #,,Units/,U/M,Price
"",,Carton,,
FLOOR TILE,,,,
12 X 24 12241P  FIELD TILE,,9.70,SF,3.60
24 X 24 24241P  FIELD TILE,,11.64,SF,3.77
20 X 40 20402CM1P  *1 FIELD TILE PAVER 2 CM,,5.38,SF,6.25
MOSAIC,,,,
12 X 12 11MS1P  *2 3D MOSAIC,,3.88,SF,18.21
12 X 24 RANDMS1P  *3 RANDOM LINEAR,,7.76,SF,11.61
FLOOR TRIM,,,,
3 X 24 S43F91P1  BULLNOSE,,10.00,PC,7.42
6 X 12 S36C9T1P  COVE BASE,,20.00,PC,7.74
1 X 6 SC36C9T1P  COVE BASE OUTCORNER,,10.00,PC,7.74
"",DELEGATE - STONE ATTACHE  - COLORS
DL25,Off White
DL26,Light Grey
DL27,Dark Grey
DL28,Black
DIGNITARY - STONE ATTACHE #,,Units/,U/M,Price
"",,Carton,,
FLOOR TILE,,,,
12 X 24 12241TK  FIELD TILE LIGHT TEXTURED,,15.12,SF,4.87
24 X 24 2424CM1P  FIELD TILE PAVER 2 CM,,7.76,SF,6.80
12 X 24 12241LK  FIELD TILE POLISHED,,15.12,SF,5.33
12 X 24 12241PK  FIELD TILE UNPOLISHED,,15.12,SF,4.52
24 X 24 24241PK  FIELD TILE UNPOLISHED,,15.20,SF,4.87
24 X 48 24481P  FIELD TILE UNPOLISHED,,15.50,SF,5.67
MOSAIC,,,,
12 X 12 1212MS1P2  *1 ABSTRACT,,3.88,SF,14.74
FLOOR TRIM,,,,
3 X 24 P43F91P1  BULLNOSE UNPOLISHED,,10.00,PC,6.97
6 X 12 S36C9T1P  COVE BASE,,20.00,PC,8.96
1 X 6 SC36C9T1P  COVE BASE OUTCORNER,,10.00,PC,7.94
"",DIGNITARY - STONE ATTACHE  - COLORS
DR07,Luminary White
DR08,Superior Taupe
DR09,Notable Beige
DR10,Eminance Grey
DR11,Governor Black
DR12,Herald Brown
DIPLOMACY - STONE ATTACHE #,,Units/,U/M,Price
"",,Carton,,
FLOOR TILE,,,,
12 X 24 12241P  FIELD TILE,,9.70,SF,4.24
24 X 24 24241P  FIELD TILE,,11.64,SF,4.51
24 X 48 24481P  FIELD TILE,,15.50,SF,5.38
20 X 40 20402CM1P  *1 FIELD TILE PAVER 2 CM,,5.38,SF,7.06
24 X 24 24242CM1P  *1 FIELD TILE PAVER 2 CM,,7.76,SF,6.06
MOSAIC,,,,
5/8 X 1 581BJMS1P  BRICK JOINT,,3.88,SF,14.53
FLOOR TRIM,,,,
3 X 24 S43F91P1  BULLNOSE,,10.00,PC,7.52
6 X 12 S36C9T1P  COVE BASE,,20.00,PC,7.74
1 X 6 SC36C9T1P  COVE BASE OUTCORNER,,10.00,PC,7.74
"",DIPLOMACY - STONE ATTACHE  - COLORS
DP01,Light Grey
DP02,Medium Grey
DP03,Dark Grey
EC1 #,GROUP 1,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241U,FIELD TILE HONED,11.62,SF,6.16
24 X 24,,24241U,FIELD TILE HONED,15.49,SF,6.16
24 X 48,,24481U,FIELD TILE HONED,15.49,SF,6.16
4 X 24,,4241U,FIELD TILE HONED,10.33,SF,6.47
12 X 24,,12241L,FIELD TILE POLISHED,11.62,SF,6.65
24 X 24,,24241L,FIELD TILE POLISHED,15.49,SF,6.55
24 X 48,,24481L,FIELD TILE POLISHED,15.49,SF,6.55
12 X 24,,12241T,FIELD TILE TEXTURED,11.62,SF,5.89
24 X 24,,24241T,FIELD TILE TEXTURED,15.49,SF,5.89
24 X 48,,24481T,FIELD TILE TEXTURED,15.49,SF,5.89
4 X 24,,4241T,FIELD TILE TEXTURED,10.33,SF,6.23
12 X 24,,12241P,FIELD TILE UNPOLISHED,11.62,SF,5.67
24 X 24,,24241P,FIELD TILE UNPOLISHED,15.49,SF,5.67
24 X 48,,24481P,FIELD TILE UNPOLISHED,15.49,SF,5.67
4 X 24,,4241P,FIELD TILE UNPOLISHED,10.33,SF,5.96
DECO,,,,,,
6 X 24,,624MS1P,RANDOM LINEAR ACCENT,6.00,SF,21.54
FLOOR TRIM,,,,,,
4 X 24,,S44F91U,BULLNOSE HONED,8.00,PC,9.87
4 X 24,,S44F91L,BULLNOSE POLISHED,8.00,PC,10.45
4 X 24,,S44F91T,BULLNOSE TEXTURED,8.00,PC,9.05
4 X 24,,S44F91P,BULLNOSE UNPOLISHED,8.00,PC,9.05
STAIRTREAD,,,,,,
12 X 24,,S6CF61U,STAIR TREAD HONED,5.00,PC,46.71
12 X 24,,S6CF61L,STAIR TREAD POLISHED,5.00,PC,48.75
12 X 24,,S6CF61T,STAIR TREAD TEXTURED,5.00,PC,45.14
12 X 24,,S6CF61P,STAIR TREAD UNPOLISHED,5.00,PC,45.14
"",,EC1 GROUP 1 - COLORS
J101,Bank,
J102,Holborn,
J103,Docks,
J104,City,
J105,Barbican,
EC1 #,GROUP 2,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241U,FIELD TILE HONED,11.62,SF,7.31
24 X 24,,24241U,FIELD TILE HONED,15.49,SF,7.31
24 X 48,,24481U,FIELD TILE HONED,15.49,SF,7.31
4 X 24,,4241U,FIELD TILE HONED,10.33,SF,7.63
12 X 24,,12241L,FIELD TILE POLISHED,11.62,SF,9.16
24 X 24,,24241L,FIELD TILE POLISHED,15.49,SF,9.07
24 X 48,,24481L,FIELD TILE POLISHED,15.49,SF,9.07
12 X 24,,12241T,FIELD TILE TEXTURED,11.62,SF,7.03
24 X 24,,24241T,FIELD TILE TEXTURED,15.49,SF,7.03
24 X 48,,24481T,FIELD TILE TEXTURED,15.49,SF,7.03
4 X 24,,4241T,FIELD TILE TEXTURED,10.33,SF,7.37
12 X 24,,12241P,FIELD TILE UNPOLISHED,11.62,SF,6.79
24 X 24,,24241P,FIELD TILE UNPOLISHED,15.49,SF,6.79
24 X 48,,24481P,FIELD TILE UNPOLISHED,15.49,SF,6.79
4 X 24,,4241P,FIELD TILE UNPOLISHED,10.33,SF,7.09
DECO,,,,,,
6 X 24,,624MS1P,RANDOM LINEAR ACCENT,6.00,SF,21.56
FLOOR TRIM,,,,,,
4 X 24,,S44F91U,BULLNOSE HONED,8.00,PC,10.76
4 X 24,,S44F91L,BULLNOSE POLISHED,8.00,PC,13.27
4 X 24,,S44F91T,BULLNOSE TEXTURED,8.00,PC,10.16
4 X 24,,S44F91P,BULLNOSE UNPOLISHED,8.00,PC,10.16
STAIRTREAD,,,,,,
12 X 24,,S6CF61U,STAIR TREAD HONED,5.00,PC,48.45
12 X 24,,S6CF61L,STAIR TREAD POLISHED,5.00,PC,58.18
12 X 24,,S6CF61T,STAIR TREAD TEXTURED,5.00,PC,47.14
12 X 24,,S6CF61P,STAIR TREAD UNPOLISHED,5.00,PC,47.14
ELECT #,,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241PV,FIELD TILE,15.04,SF,1.35
WALL TILE,,,,,,
4 X 12,,412MOD1P2,FIELD TILE,10.64,SF,2.33
MOSAIC,,,,,,
1 X 3,,13HERMS1P2  *1,HERRINGBONE,6.00,SF,3.93
FLOOR TRIM,,,,,,
3 X 24,,P43F91P1,BULLNOSE,10.00,PC,3.00
JOLLY,,,,,,
1/2 X 12,,S1/212J1P2,JOLLY,192.00,PC,2.78
"",,ELECT  - COLORS
EL30,White,
EL31,Beige,
EL32,Grey,
ELIXEN (LVT) #,,,Units/,U/M,Price
"",,,Carton,,
LUXURY VINYL TILE,,,,,
7 X 47 747GD1P,,"20MIL WEAR LAYER, 2.5MM THICK",34.88,SF,1.84
"",ELIXEN (LVT)  - COLORS
EX30,Sonoma Oak
EX31,White Oak
EX32,Vintage Pine
EX33,Ashwood
EX34,Driftwood
EX35,Exotic Teak
EX36,Black Walnut
EX37,Rustic Java
EX38,Rosewood
EMBLEM,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
7 X 20,,7201P2,FIELD TILE,10.89,SF,2.29
FLOOR TRIM,,,,,,
3-1/2 X 20,,S435K91P1,BULLNOSE,10.00,PC,4.12
"",,EMBLEM  - COLORS
EM01,Beige,
EM03,Gray,
EM04,Brown,
EMERSON WOOD #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
12 X 48 12481PK,,FIELD TILE,11.40,SF,3.57
6 X 48 6481PK,,FIELD TILE,15.12,SF,3.57
8 X 48 8481PK,,FIELD TILE,15.18,SF,3.57
MOSAIC,,,,,
12 X 12 3DCUBEMS1P2,,3D MOSAIC,6.20,SF,10.08
12 X 24 22MS1P2,,MOSAIC,24.00,SF,4.54
"",EMERSON WOOD  - COLORS
EP01,Butter Pecan
EP03,Brazilian Walnut
EP04,Balsam Fir
EP05,Hickory Pecan
EP06,Ash White
ENDEAVORS (PTS) #,,,Units/,U/M,Price
"",,,Carton,,
MOSAIC,,,,,
"5/8"" 58RANDMS1P  *1",,RANDOM,10.00,PC,25.44
"",ENDEAVORS (PTS)  - COLORS
F157,Tambura Bland
F158,Meditation Blnd
F159,Spirit Blend
F160,Sitar Blend
F161,Mystic Blend
F162,Zen Blend
F163,Avant Garde Bld
F164,Neo Classic Bld
ESTA VILLA #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
12 X 12 1212P1P6,,FIELD TILE,14.55,SF,1.39
12 X 24 1224P1P6  *1,,FIELD TILE,15.60,SF,1.65
18 X 18 1818P1P6,,FIELD TILE,17.60,SF,1.50
WALL TILE,,,,,
10 X 14 10141P2,,FIELD TILE,14.58,SF,2.30
WALL TRIM,,,,,
3 X 10 S43101P2,,BULLNOSE,54.00,PC,1.72
3 X 3 SN43101P2,,BULLNOSE OUTCORNER,32.00,PC,1.72
MOSAIC,,,,,
2 X 4 24BJMS1P2,,BRICK JOINT,9.96,SF,4.59
FLOOR TRIM,,,,,
3 X 12 P43C91P2,,BULLNOSE,22.00,PC,3.45
"",ESTA VILLA  - COLORS
EV97,Garden White
EV98,Terrace Beige
EV99,Cottage Brown
EVER #,GROUP 1,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241P,FIELD TILE UNPOLISHED,11.62,SF,6.08
24 X 24,,24241P,FIELD TILE UNPOLISHED,11.62,SF,6.76
DECO,,,,,,
12 X 24,,1224DECO1P,ACCENT,4.00,PC,29.41
12 X 24,,S6CF61P,GRADINO STEP,6.00,PC,27.20
FLOOR TRIM,,,,,,
3 X 24,,S43F91P1,BULLNOSE UNPOLISHED,10.00,PC,7.98
6 X 12,,S36C9T1P,COVE BASE,20.00,PC,9.77
1 X 6,,SC36C9T1P,COVE BASE OUTCORNER,10.00,PC,7.83
"",,EVER GROUP 1 - COLORS
EV04,Rock,
EV05,Earth,
EV06,Dark,
EVER #,GROUP 2,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241L,FIELD TILE POLISHED,11.62,SF,7.94
12 X 24,,12241P,FIELD TILE UNPOLISHED,11.62,SF,6.09
24 X 24,,24241P,FIELD TILE UNPOLISHED,11.62,SF,6.43
DECO,,,,,,
12 X 24,,1224DECO1P,ACCENT,4.00,PC,29.41
12 X 24,,S6CF61P,GRADINO STEP,6.00,PC,27.20
FLOOR TRIM,,,,,,
3 X 24,,S43F91P1,BULLNOSE UNPOLISHED,10.00,PC,7.98
6 X 12,,S36C9T1P,COVE BASE,20.00,PC,9.77
1 X 6,,SC36C9T1P,COVE BASE OUTCORNER,10.00,PC,7.83
"",,EVER GROUP 2 - COLORS
EV01,Moon,
EV02,Light,
EV03,Artic,
EXHIBITION #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE CEMENT VISUAL,,,,,
12 X 24 12241T,,FIELD TILE TEXTURED,9.70,SF,4.37
24 X 24 24241T,,FIELD TILE TEXTURED,11.64,SF,4.42
12 X 24 12241P,,FIELD TILE UNPOLISHED,9.70,SF,4.37
24 X 24 24241P,,FIELD TILE UNPOLISHED,11.64,SF,4.42
24 X 48 24481P,,FIELD TILE UNPOLISHED,15.50,SF,5.10
FLOOR TILE FABRIC VISUAL,,,,,
12 X 24 12241P,,FIELD TILE UNPOLISHED,9.70,SF,4.53
24 X 24 24241P,,FIELD TILE UNPOLISHED,11.64,SF,4.53
FLOOR TRIM,,,,,
6 X 12 S36C9T1P,,COVE BASE,20.00,PC,11.18
1 X 6 SC36C9T1P,,COVE BASE OUTCORNER,10.00,PC,8.87
FLOOR TRIM CEMENT VISUAL,,,,,
3 X 12 S43C91P1,,BULLNOSE UNPOLISHED,30.00,PC,4.21
FLOOR TRIM FABRIC VISUAL,,,,,
3 X 12 S43C91P1,,BULLNOSE UNPOLISHED,30.00,PC,4.39
"",EXHIBITION  - COLORS
EX01,Stark White
EX02,Grey
EX03,Trend Grey
EX04,Dark Grey
EX05,Black
EX06,Mode Beige
EX07,Tailor Beige
EX08,Modern Tan
EX09,Twill
EX10,Fray
EX11,Borrel
EX12,Ecru
EXQUISITE,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 12,,12121P6,FIELD TILE,14.55,SF,1.76
12 X 24,,12241P6,FIELD TILE,15.60,SF,2.20
18 X 18,,18181P6,FIELD TILE,17.60,SF,1.98
24 X 24,,24241P6,FIELD TILE,15.76,SF,2.37
WALL TILE,,,,,,
12 X 18,,12181P2,FIELD TILE,16.50,SF,3.12
WALL TRIM,,,,,,
3 X 12,,S43C9WL1P2,BULLNOSE,22.00,PC,6.80
3 X 3,,SN43101P2,BULLNOSE OUTCORNER,32.00,PC,7.73
MOSAIC,,,,,,
2 X 4,,24BJMS1P2,BRICK JOINT,9.96,SF,5.53
FLOOR TRIM,,,,,,
3 X 12,,P43C91P1,BULLNOSE,30.00,PC,4.65
6 X 12,,P36C9TB1P2,COVE BASE,22.00,PC,10.08
1 X 6,,PC36C9TB1P2,COVE BASE OUTCORNER,15.00,PC,10.08
"",,EXQUISITE  - COLORS
EQ10,Ivory,
EQ11,Chantilly,
EQ12,Silverstone,
EQ13,Mink,
EXQUISITE,"#",DECOS,,Units/,U/M,Price
"",,,,Carton,,
DECO,,,,,,
4 X 12,,412DECO1P,FLOOR ACCENT,18.00,PC,13.63
2 X 9,,29DECO1P,WALL ACCENT,28.00,PC,9.71
FABRIC ART #,MODERN KALEIDOSCOPE,,Units/,U/M,Price
"",,,Carton,,
DECO,,,,,
12 X 24 12241PK,,KALEIDOSCOPE,15.12,SF,4.60
FABRIC ART MODERN KALEIDOSCOPE - COLORS
MK70Natual Prism
MK71White Ash Prism
MK72Ashen Steel Prism
MK73Midnight Steel Prism
FABRIC ART #,MODERN LINEAR,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24 12241PK,,,FIELD TILE,15.12,SF,3.76
"",FABRIC ART MODERN LINEAR - COLORS
ML60,Modrn Linr White
ML61,Modrn Linr Beige
ML62,Modrn Linr Taupe
ML63,Modrn Linr Med Gray
ML64,Modrn Linr Drk Gray
ML65,Modrn Linr Midnight Blue
FABRIC ART #,MODERN TEXTILE,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24 12241PK,,,FIELD TILE,15.12,SF,3.76
24 X 24 24241PK,,,FIELD TILE,15.20,SF,4.04
MOSAIC,,,,,,
12 X 24 13MS1P1,,,MESH-MOUNTED,9.56,SF,9.49
FLOOR TRIM,,,,,,
3 X 12 P43C91P1,,,BULLNOSE,30.00,PC,4.21
6 X 12 P36C9TB1P2,,,COVE BASE,22.00,PC,7.65
1 X 6 PC36C9TB1P2,,,COVE BASE OUTCORNER,15.00,PC,7.65
"",FABRIC ART MODERN TEXTILE - COLORS
MT50,Modrn Text White
MT51,Modrn Text Beige
MT52,Modrn Text Taupe
MT53,Modrn Text Medium Gray
MT54,Modrn Text Dark Gray
MT55,Modrn Text Midnight Blue
FABRIQUE,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 12,,1212S1P  *1,FIELD TILE UNPOLISHED,10.23,SF,2.71
12 X 24,,1224S1P  *1,FIELD TILE UNPOLISHED,15.28,SF,2.97
2 X 24,,2241P1  *2,FIELD TILE UNPOLISHED,6.66,SF,12.12
24 X 24,,2424S1P  *1,FIELD TILE UNPOLISHED,15.28,SF,2.97
3 X 12,,2241P1  *2,FIELD TILE UNPOLISHED,6.66,SF,12.12
4 X 24,,424S1P1  *2,FIELD TILE UNPOLISHED,6.46,SF,11.36
6 X 24,,624S1P1  *2,FIELD TILE UNPOLISHED,10.65,SF,10.60
MOSAIC,,,,,,
2 X 2,,22MSS1P,UNPOLISHED,11.40,SF,4.61
FLOOR TRIM,,,,,,
3 X 12,,S43C9S1P1  *3,BULLNOSE UNPOLISHED,30.00,PC,4.44
"",,FABRIQUE  - COLORS
P685,Blanc Linen,
P686,Creme Linen,
P687,Soleil Linen,
P689,Noir Linen,
P690,Gris Linen,
FESTIVA #,,,,Units/,U/M,Price
"",,,,Carton,,
WALL TILE,,,,,,
3 X 6,36MOD1P,,FIELD TILE,12.50,SF,6.39
4-1/4 X 12-3/4,412MOD1P,,FIELD TILE,10.64,SF,8.30
4-1/4 X 4-1/4,441P,,FIELD TILE,12.50,SF,6.10
4-1/4 X 8-1/2,48MOD1P,,FIELD TILE,10.63,SF,15.82
6 X 6,661P,,FIELD TILE,12.50,SF,6.97
9 X 12,9121P,,FIELD TILE,11.25,SF,6.39
WALL TRIM,,,,,,
2 X 6,S42691P,,BULLNOSE,100.00,PC,2.83
3 X 9,S43091P,,BULLNOSE,54.00,PC,3.05
4-1/4 X 4-1/4,S44491P,,BULLNOSE,100.00,PC,2.35
6 X 6,S46691P,,BULLNOSE,50.00,PC,3.53
4-1/4 X 12-3/4,S44C9MOD1P,,"BULLNOSE - 12-3/4"" SIDE",28.00,PC,8.08
3 X 6,S4639MOD1P,,"BULLNOSE - 3"" SIDE",100.00,PC,2.92
4-1/4 X 12-3/4,S4C49MOD1P,,"BULLNOSE - 4-1/4"" SIDE",28.00,PC,8.08
4-1/4 X 8-1/2,S4849MOD1P,,"BULLNOSE - 4-1/4"" SIDE",42.00,PC,7.10
3 X 6,S4369MOD1P,,"BULLNOSE - 6"" SIDE",100.00,PC,2.92
4-1/4 X 8-1/2,S4489MOD1P,,"BULLNOSE - 8-1/2"" SIDE",42.00,PC,7.10
2 X 2,SN42691P,,BULLNOSE OUTCORNER,25.00,PC,2.72
3 X 3,SN43091P,,BULLNOSE OUTCORNER,32.00,PC,2.50
3 X 6,SCR/L4369M1P,,BULLNOSE OUTCORNER,100.00,PC,3.95
4-1/4 X 12-3/4,SCR/L44C9M1P,,BULLNOSE OUTCORNER,28.00,PC,6.27
4-1/4 X 4-1/4,SCRL44491P,,BULLNOSE OUTCORNER,100.00,PC,4.21
4-1/4 X 8-1/2,SCR/L4489M1P,,BULLNOSE OUTCORNER,42.00,PC,5.27
6 X 6,SCRL46691P,,BULLNOSE OUTCORNER,50.00,PC,6.71
CONVENTIONAL CAP,,,,,,
2 X 6,A42001P,,RADIUS BULLNOSE,100.00,PC,3.17
4-1/4 X 4-1/4,A44021P,,RADIUS BULLNOSE,84.00,PC,6.10
4-1/4 X 4-1/4,ABR/L44021P,,RADIUS BULLNOSE INCORNER,30.00,PC,6.75
2 X 2,AN42001P,,RADIUS BULLNOSE OUTCORNER,20.00,PC,3.17
4-1/4 X 4-1/4,ACRL44021P,,RADIUS BULLNOSE OUTCORNER,30.00,PC,6.43
COVE BASE,,,,,,
4-1/4 X 4-1/4,ACR/L34011P,,RADIUS COVE OUTCORNER,30.00,PC,6.75
6 X 6,ACR/L36011P,,RADIUS COVE OUTCORNER,20.00,PC,7.11
3 X 6,A3361MOD1P,,SQUARE TOP COVE BASE,36.00,PC,5.11
4 X 12,A34C1MOD1P,,SQUARE TOP COVE BASE,40.00,PC,9.75
4 X 8,A3481MOD1P,,SQUARE TOP COVE BASE,40.00,PC,7.36
4-1/4 X 4-1/4,A34011P,,SQUARE TOP COVE BASE,84.00,PC,3.03
6 X 6,A36011P,,SQUARE TOP COVE BASE,44.00,PC,4.06
3 X 6,SCR/L3361M1P,,SQUARE TOP COVE BASE OUTCORNER,36.00,PC,8.62
4-1/4 X 4-1/4,SCR/L34011P,,SQUARE TOP COVE BASE OUTCORNER,30.00,PC,4.80
6 X 6,SCR/L36011P,,SQUARE TOP COVE BASE OUTCORNER,20.00,PC,5.14
QUARTER ROUND,,,,,,
3/4 X 6,A1061P,,QUARTER ROUND,152.00,PC,2.01
3/4 X 6,AC1061P,,QUARTER ROUND OUTCORNER,120.00,PC,3.41
SANITARY BASE,,,,,,
4-1/4 X 6,S3419T1P,,THIN LIP COVE BASE,60.00,PC,5.32
6 X 6,S3619T1P,,THIN LIP COVE BASE,40.00,PC,5.75
4-1/4 X 6,SCR/L3419T1P,,THIN LIP COVE BASE OUTCORNER,20.00,PC,6.10
6 X 6,SCR/L3619T1P,,THIN LIP COVE BASE OUTCORNER,20.00,PC,6.75
"",,FESTIVA  - COLORS
QF06,Chiffon,
QF07,Amber,
QF08,Graphite,
QF16,Driftwood,
QF20,Sienna,
QF27,Root Beer,
QF30,Green Apple,
QF41,Sea Mist,
QF42,Willow,
QF43,Marine,
QF44,Spa Blue,
QF45,Coal,
QF46,Lapis,
QF47,Bordeaux,
QF50,Pecan,
QF51,Amethyst,
QF54,Iris,
QF55,Bermuda,
QF61,Aquarius,
QF64,Alpine,
QF66,Tahoe,
QF68,Chambray,
QF70,Crocus,
QF71,Marmalade,
QF74,Copper,
FLAT #,,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241P,FIELD TILE,11.63,SF,3.83
"",,FLAT  - COLORS
FL30,Element,
FL31,Limestone,
FL32,Brick,
FL33,Cinder,
FL34,Concrete,
FL35,Steel,
FL36,Iron,
FL37,Rail,
FL38,Slate,
FLORENTINE #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
12 X 12 12121PK  *1,,FIELD TILE,12.22,SF,2.21
12 X 24 1224F1PK  *1,,FIELD TILE,15.12,SF,2.76
24 X 24 24241PK  *1,,FIELD TILE,15.20,SF,2.98
WALL TILE,,,,,
10 X 14 10141P,,FIELD TILE,11.62,SF,2.37
12 X 24 1224WX1P,,FIELD TILE,11.64,SF,2.96
WALL TRIM,,,,,
3 X 10 S43101P,,BULLNOSE,30.00,PC,4.04
3 X 12 S43C9WX1P,,BULLNOSE,30.00,PC,4.04
3 X 3 SN43101P,,BULLNOSE OUTCORNER,30.00,PC,4.47
MOSAIC,,,,,
2 X 4 24BJMS1P2  *2,,BRICK JOINT,10.00,SF,7.14
FLOOR TRIM,,,,,
3 X 12 S43C9F1P1,,BULLNOSE,30.00,PC,4.04
"",,FLORENTINE  - COLORS
FL06,Carrara,
FL07,Marfil,
FL08,Argento,
FL09,Nociolla,
FONTE #,NATURAL STONE TILE,,,,Units/,U/M,Price
"",,,,,Carton,,
LARGE FIELD TILE - 12 X 24,,,,,,,
12 X 24,L24212241U,,HONED,L242  Heather Harbor,12.00,SF,7.25
12 X 24,M01212241U,,HONED,M012  Pier White,10.00,SF,7.20
12 X 24,M01312241U,,HONED,M013  Nautical Grey,12.00,SF,7.03
12 X 24,M01212241L,,POLISHED,M012  Pier White,10.00,SF,7.20
12 X 24,M01312241L,,POLISHED,M013  Nautical Grey,12.00,SF,7.03
LARGE FIELD TILE - 6 X 24,,,,,,,
6 X 24,L2426241U,,HONED,L242  Heather Harbor,10.00,SF,7.25
6 X 24,M0126241U,,HONED,M012  Pier White,10.00,SF,6.60
6 X 24,M0136241U,,HONED,M013  Nautical Grey,10.00,SF,7.03
SMALL FIELD TILE - 3 X 9,,,,,,,
3 X 9,L242391U,,HONED,L242  Heather Harbor,5.40,SF,6.57
3 X 9,M012391U,,HONED,M012  Pier White,5.40,SF,5.28
3 X 9,M013391U,,HONED,M013  Nautical Grey,5.40,SF,6.39
3 X 9,M012391L,,POLISHED,M012  Pier White,5.40,SF,5.28
3 X 9,M013391L,,POLISHED,M013  Nautical Grey,5.40,SF,6.39
DOUBLE LEAF MOSAIC,,,,,,,
10-3/8 X 8-1/4,DA51DBLLEAFMS1P,,HONED,DA51  Heather Hrb Bld,5.50,SF,14.76
10-3/8 X 8-1/4,DA49DBLLEAFMS1P,,POLISHED,DA49  Pier White Blend,5.50,SF,14.48
10-3/8 X 8-1/4,DA50DBLLEAFMS1P,,POLISHED,DA50  Nautical Grey Blend,5.50,SF,14.48
HERRINGBONE MOSAIC,,,,,,,
11-3/8 X 7-3/8,L242HERRBNMS1U,,HONED,L242  Heather Harbor,6.50,SF,9.54
11-3/8 X 7-3/8,M012HERRBNMS1U,,HONED,M012  Pier White,6.50,SF,9.36
11-3/8 X 7-3/8,M013HERRBNMS1U,,HONED,M013  Nautical Grey,6.50,SF,9.36
HEXAGON MOSAIC,,,,,,,
11-11/16 X 11-7/8,L2422HEXMS1U,,HONED,L242  Heather Harbor,4.95,SF,8.00
11-11/16 X 11-7/8,M0122HEXMS1U,,HONED,M012  Pier White,9.60,SF,10.54
11-11/16 X 11-7/8,M0132HEXMS1U,,HONED,M013  Nautical Grey,4.95,SF,7.78
PICKET MOSAIC,,,,,,,
11-3/4 X 10-3/4,DA4326PICKTMS1P,,HONED,DA43  Pier White Bld,8.02,SF,11.37
11-3/4 X 10-3/4,DA4426PICKTMS1P,,HONED,DA44  Nautical Gry Bl,8.02,SF,11.37
11-3/4 X 10-3/4,DA4526PICKTMS1P,,HONED,DA45  Heather Har Bld,8.02,SF,11.58
ROTATING HEXAGON MOSAIC,,,,,,,
11-7/16 X 10-1/4,DA46ROTAHEXMS1U,,HONED,DA46  Pier White Blend,8.40,SF,17.86
11-7/16 X 10-1/4,DA47ROTAHEXMS1U,,HONED,DA47  Nautical Grey Blend,8.40,SF,17.86
11-7/16 X 10-1/4,DA48ROTAHEXMS1U,,HONED,DA48  Heather Harbor Blend,8.40,SF,17.86
PETITE PENCIL RAIL,,,,,,,
1/2 X 12,M0131/212PPR1U,,HONED,M013  Nautical Grey,16.00,PC,2.67
THIN PENCIL RAIL,,,,,,,
3/8 X 12,L2421/212PPR1U,,HONED,L242  Heather Harbor,16.00,PC,2.78
3/8 X 12,M0121/212PPR1U,,HONED,M012  Pier White,36.00,PC,4.40
FOREST PARK #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
6 X 36 6361PF  *1,,FIELD TILE,12.78,SF,4.42
9 X 36 9361PF  *1,,FIELD TILE,13.02,SF,4.19
FLOOR TRIM,,,,,
6 X 12 S36C9T1P,,COVE BASE,20.00,PC,9.44
1 X 6 SC36C9T1P,,COVE BASE OUTCORNER,10.00,PC,7.57
TRIM,,,,,
3 X 18 S43H91P1,,BULLNOSE,16.00,PC,5.14
"",FOREST PARK  - COLORS
FP94,White Oak
FP95,Summertree
FP96,Sugarmaple
FP97,Timberland
FP98,Willowgrove
FP99,Blackwood
FORMULA,"#",GROUP 1,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241L,FIELD TILE LIGHT POLISHED,9.70,SF,6.65
24 X 24,,24241L,FIELD TILE LIGHT POLISHED,11.64,SF,7.17
